date,username,link,clean_tweet,label,tweet
2022-12-20 04:22:12,hashiromui,https://twitter.com/hashiromui/status/1605055943397429249,bayangin syok fan arsenal nonton pildun finishing mbappe alvarez mantap banget tiba disuguhin main uchiha edi duta nguber pantat,-1,@IDGoonerscom @stevek9KS1TV Bayangin syoknya fans Arsenal nntn Pildun finishing Mbappe dan Alvarez mantep banget tiba2 disuguhin permainan Uchiha Edi duta nguber pantat.
2022-12-20 04:21:19,JassonErhan,https://twitter.com/JassonErhan/status/1605055723712704512,messi ajar setinggi impi gapai meski prose perih 2014 runner up pildun jadi main baik pildun 2022 juara pildun jadi main baik pildun memang tidak salah idola sosok messi messi goat leomessi,1,Dari Messi kita belajar setinggi impian itu pasti digapai meski proses yang perih !   *2014 Runner-up Pildun + menjadi pemain terbaik pildun 2022 Juara Pildun + menjadi pemain terbaik pildun   Memang gak salah gua mengidolakan sosok Messi 🐐 #Messi #GOAT𓃵 #leomessi  https://t.co/Yeg448d0m0
2022-12-20 04:21:06,nyoongen,https://twitter.com/nyoongen/status/1605055667899109376,tidak umur 23 prestasi timnas sudah tara messi mbappe tidak tutup mungkin pildun lanjut prancis juara,1,@PattinaMoses Setidaknya dengan umur 23 prestasi di timnas sudah setara antara Messi dan Mbappe Ga menutup kemungkinan pildun selanjutnya Prancis juara
2022-12-20 04:19:49,IlaixPedri,https://twitter.com/IlaixPedri/status/1605055344790581248,blokk portugal sama tahun 2000an sudah banyak talenta portugal copa amerika cuma brazil argentina hahaha kocak kamu ada chile b2b copa uruguay mulangin dodog pildun 2018,0,"@triwantororudi @CiaoRio666 @stefanjosia19 @SiaranBolaLive blokk portugal juga sama, dari tahun 2000an juga udah banyak talenta dari portugal. Copa amerika cuma brazil argen? hahaha kocak lu, masih ada chile yg b2b copa, uruguay yg mulangin dodog di pildun 2018"
2022-12-20 04:18:38,myeongrhe,https://twitter.com/myeongrhe/status/1605055048077438977,sini sudah banyak korban gara2 pildun ada jatuh mati pa pawai brazil menang ada gebuk2an akhir kmrin pa final ada antem dalam kondisi mabuk salah satu bawa sajam dgr2 dari wrga kata tangan lawan kena bacok,-1,"@nessiejudge Di sini udh banyak korban gara2 pildun wkwk..ada yg jatoh, mati pas pawai brazil menang,ada yg gebuk2an. Terakhir kmrin pas final, ada yg berantem dlm kondisi mabuk. Salah satunya bawa sajam... Dgr2 dri wrga sekitar katanya tangan lawannya kena bacok.. 😏"
2022-12-20 04:18:14,iztmyeexx,https://twitter.com/iztmyeexx/status/1605054947866734593,bismillah jawab lionel messi meski tidak suka bola tidak ngikutin pildun kemarin tapi tahu kalau kapten timnas argentina wish me luck,1,@kingnyamjoon Bismillah jawabannya adalah Lionel Messi Meskipun aku gk suka bola dan gk ngikutin pildun kemaren 🥹🥲 tapi aku tau kalo dia kapten dari Timnas Argentina  Wish me luck 🤲
2022-12-20 04:15:24,4033rror,https://twitter.com/4033rror/status/1605054235275513856,teman kemarin kaki klean pegel2 tidak habis nonton pildun apa cuma saja yah,0,"guys kemarin kaki klean pegel2 ga abis nonton pildun, apa cuma gue aja yah"
2022-12-20 04:15:05,fizianakramah,https://twitter.com/fizianakramah/status/1605054152295342081,wajar rim perdana ikut pildun terus masuk final ehh bahkan pa final gagal nendang pinalti,-1,"@realmadridindo1 wajar rim perdana ikut pildun,terus masuk final,ehh malah pas final gagal nendang pinalti 🤦"
2022-12-20 04:14:10,labilgajelas,https://twitter.com/labilgajelas/status/1605053925458972672,yaaaa bagaimana pildun kali heboh pakai banget jadi bawa hype ngerugiin tidak lebih amat,-1,"@Askrlfess Yaaaa gimana, karena pildun kali ini heboh pake bgt jadinya kebawa hype.  Ngerugiin? Enggak kan. Lebay amat"
2022-12-20 04:13:35,Iyncgr1,https://twitter.com/Iyncgr1/status/1605053777039347712,perform nya nggak bagus nggak panggil pildun gimna tidak stress,-1,@utdfocusid @ChrisWheelerDM Perform nya tidak bagus + tidak dipanggil pildun gimna ga stress🙂🙃
2022-12-20 04:13:28,HauYaDoin,https://twitter.com/HauYaDoin/status/1605053747973218305,kamu saja tidak bosen dukung penaldo et gabosenlah dukung juara pildun,1,"@Info_Ronaldo7 @idextratime Lu aja ga bosen dukung penaldo, yg ET gabosenlah dukung yg juara pildun"
2022-12-20 04:13:08,sbyfess,https://twitter.com/sbyfess/status/1605053663323361281,perkoro tidak tinggal nonton final pildun tahun sangat pacar mangkel mbe sampai saiki w njaluk sepuro bingung harus piye tulung solusine rek,-1,"perkoro tak tinggal nonton final pildun 4 taun pisan, pacarku mangkel mbe aku sampe saiki, ws njaluk sepuro, aku bingung kudu piye.. tulung solusine -rek 😂  https://t.co/Ijfi6POyiB"
2022-12-20 04:12:58,DraiugantShierz,https://twitter.com/DraiugantShierz/status/1605053621510451200,papah saya final pildun sudah hari lalu bahas sampai siang sama ma ma warung tegal,1,"Papah aing, Final Pildun udah 2 hari lalu, masih dibahas sampe siang ini sama mas-mas warteg"
2022-12-20 04:12:46,Lelafalah,https://twitter.com/Lelafalah/status/1605053572227309568,sekarang jadi viral sedikit 18 besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,-1,oh ini yang skrng jadi viral. sedikit 18+  https://t.co/AoO676PnWd  Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil #AlchemyOfSouls2Ep4 #ometvbugil
2022-12-20 04:11:22,khlfrdhsn,https://twitter.com/khlfrdhsn/status/1605053216978505728,semenjak brighton performa bagus jadi suka sama mac allister terus gara2 pildun 2022 jadi makin suka cara main,1,"Semenjak brighton performanya bagus jadi suka sama mac allister, terus gara2 pildun 2022 jadi makin suka cara mainnya 😅"
2022-12-20 04:09:25,Doyanaja3,https://twitter.com/Doyanaja3/status/1605052727113166848,susah banget ngakuin messi ngefans tidak ngefans sama emang complete player goat tinggal tidak denial jadi fan idola kamu adem ayem gitu saja repot standar ubah ubah sudah ada pildun saja kata kurang epl sekali saja belum pernah latih saf,1,"@SiaranBolaLive Susah banget ngakuin Messi, deh. Ngefans ga ngefans sama dia, dia emang complete player dan GOAT. Tinggal ga Denial dan jadi fans idola lu adem ayem gitu aja repot. Standarnya berubah-ubah pula. Udah ada pildun aja masih dikata kurang EPL. Sekalian aja belum pernah dilatih SAF."
2022-12-20 04:09:16,Farhantt4,https://twitter.com/Farhantt4/status/1605052690715017217,logika saja kalau emang tidak ada masalah internal benzema dengan staf kepalatihan france pa awal pildun berita tentang benz tidak ada,-1,"@dulce_marriaa @rizqrofiq @idextratime @Romain_Molina logika aja kalau emang gk ada masalah internal antara benzema dgn staf kepalatihan france pas awal pildun,,,berita ttg benz ini gk akan ada."
2022-12-20 04:09:04,kokonyakamu,https://twitter.com/kokonyakamu/status/1605052638499721216,tapi terbyk pildun kali king leo hadeh mariadi benar egk disleding dembelegk check var dulu njiiir selalu ada bumbu2 kontroversi seru,0,"@4y4mBakarDada Tapi P terbyk di pildun kali ini king leo, hadeh....mariadi itu bnr egk disleding dembele🤣gk check var dlu njiiir... Selalu ada bumbu2 kontroversi, seru"
2022-12-20 04:08:43,ClouddDdream_,https://twitter.com/ClouddDdream_/status/1605052553032765440,lionel messi khanzzzz tidak ikutin pildun tapi kmrin pa final yakin banget kalau argentina bakal angkat piala,0,"@kingnyamjoon Lionel messi, khanzzzz ga ikutin pildun sih tp kmrin pas final yakin banget kalo Argentina yang bakal angkat piala😌"
2022-12-20 04:08:34,enerjihaaan,https://twitter.com/enerjihaaan/status/1605052515560878080,joget pildun kak,0,@JONGZEONGlE joget pildun kak?
2022-12-20 04:08:09,Adniri1995,https://twitter.com/Adniri1995/status/1605052410447003648,selesai pildun qatar terbit pildun 20 indonesia,0,selesai pildun qatar terbitlah pildun u-20 indonesia
2022-12-20 04:07:51,emqynx,https://twitter.com/emqynx/status/1605052332202680320,nah aku kamu bang nyeting pildun qatar 2022,0,@TabraklariNih Nah ngaku kan lu bang yang nyeting pildun Qatar 2022 👻
2022-12-20 04:06:50,kulosintennjih,https://twitter.com/kulosintennjih/status/1605052078778650625,pildun memang seru fifaworldcup mbappe argentinavsfrance,1,Pildun memang seru 🤣🤣 #FIFAWorldCup #Mbappe #ArgentinaVsFrance  https://t.co/vgbdwkeDBQ
2022-12-20 04:06:14,sanzurinn,https://twitter.com/sanzurinn/status/1605051928060530688,tidak wkwkwk dulu ajak nonton pildun sama ayah bahkan molor,0,@istiparloe nggk wkwkwk gue dulu di ajak nonton pildun sama bokap malah molor
2022-12-20 04:06:12,icenfire0803,https://twitter.com/icenfire0803/status/1605051918136795136,makanya sekarang orang2 atas sunu kera kepala indo bisa ikut pildun kalau ngadain heheehe,0,Makanya skrng orang2 diatas sunu pada kekeuh Indo bisa ikutan pildun kalo g ngadain heheehe
2022-12-20 04:05:40,Celiboyy0,https://twitter.com/Celiboyy0/status/1605051785919361025,halah simpel saja punya pildun tidak,0,"@triwantororudi @HariandiLion_D @SiaranBolaLive HALAH SIMPEL AJA, PUNYA PILDUN GA?"
2022-12-20 04:05:18,faizwtsqlum,https://twitter.com/faizwtsqlum/status/1605051693779259393,pildun sudah kelar saat jadi manchunian see you in carabao cup on thursday,0,"Pildun sudah kelar, saatnya kembali menjadi manchunian lagi, see you in carabao cup on thursday"
2022-12-20 04:05:02,Nopawel1,https://twitter.com/Nopawel1/status/1605051625017470977,dulu awal2 pildun bilang gin,0,@jazcokelat @idextratime Dulu juga awal2 Pildun pada bilang gini 🤣
2022-12-20 04:04:54,ssubackti,https://twitter.com/ssubackti/status/1605051592977547265,ada excited sama piala aff brti tahun sekarang baru nyaksikan pildun tambah indo lolo piala asia jadi bakal lebih antusia piala asia aff tahun agak kurang beda lagi thunbsblumnya memang mentok aff jadi mau tidak mau ada level indonedia bisa dittn,-1,"@shfwnzz @idextratime Ada yang excited sama piala AFF ini?brti kan thun sekarang?yg bru saja nyaksikan pildun ditambah Indo lolos piala Asia jdi ya bakal lebih antusia piala asia,aff thun ini agak kurang.Beda lgi thunbsblumnya yg emng mentok aff jadi mau ga mau adanya itu level indonedia yg bisa dittn"
2022-12-20 04:03:46,Kaizephyyy,https://twitter.com/Kaizephyyy/status/1605051305537699840,terus ronaldo tutup apa dong pildun tidak punya piala tidak lengkap attitude ancur2an,-1,"@caeesarroo @ElangJamet @DennySeggssegar @FaktaSepakbola Terus dodo ketutup apa dong? Pildun gak punya, piala gak lengkap, attitude ancur²an😂"
2022-12-20 04:02:13,PaterStellae,https://twitter.com/PaterStellae/status/1605050915429310464,ye tapi ngehina lloris gara2 runner up pildun habis menang pildun belum bodoh banget,-1,@hirzanando ye tapi ngehina lloris gara2 runner up pildun abis dia menang pildun sebelumnya goblok banget
2022-12-20 04:01:36,ginnyyaaa,https://twitter.com/ginnyyaaa/status/1605050759644557312,mungkin search mu orang bodoh jadi ketemu goblok2 tertawa kalau isi tntg sains ceramah informasi pildun isi video itu2 gantung orang nyarinya apa,-1,"@ndtb0y @loona24r @annyeong_kankan @AwVirals Mungkin search mu org2 goblok jd ketemunya yg goblok2. Wkwkkw kalau isiku tntg sains, ceramah, info pildun dll ya isi videonya itu2 lah. Tergantung org nyarinya apa."
2022-12-20 04:00:16,eckolution,https://twitter.com/eckolution/status/1605050425501028352,min ada foto aimar pildun 2022 tidak kok tidak pernah lihat,0,"@idextratime Min, ada foto aimar di Pildun 2022 ga? Kok, gw ga pernah liat ya.."
2022-12-20 03:58:20,ag19996,https://twitter.com/ag19996/status/1605049937238011904,enak dapat medali pildun cuma jadi camat final wkwkwkkwk,0,@FaktaSepakbola Enak ya dapat medali pildun cuma jadi camat saat final wkwkwkkwk
2022-12-20 03:55:59,akbarsas34,https://twitter.com/akbarsas34/status/1605049345719828482,kalau pildun indo angkat piala bisa pakai peci hitam dulu me,0,"Kalau pildun di indo, sebelum angkat piala bisa pakai peci hitam dulu ya mes"
2022-12-20 03:55:22,gedinanda,https://twitter.com/gedinanda/status/1605049190593499138,seperti mbappe pildun kemarin singkat cerita,0,@moonareas kek mbappe di pildun kemaren lah singkat ceritanya  https://t.co/wK8WIXpmmI
2022-12-20 03:54:17,paksotoy,https://twitter.com/paksotoy/status/1605048918861287425,thropy world cup is nothing tanam pohon bakau tara tropi pildun 10 tropi ucl 15 ballon or apa tanam indonesia bareng pak sby kelas pele maradona bahkan cruyff saja belum pernah tertawa,-1,"@idextratime 1 Thropy world cup is nothing. Menanam 1 pohon bakau setara 5 tropi pildun, 10 tropi ucl, 15 ballon d'or. Apa lagi menanamnya di Indonesia bareng Pak SBY. Sekelas Pele, Maradona bahkan Cruyff aja belum pernah xixixi. 😅  https://t.co/MaMNkfzSHl"
2022-12-20 03:54:13,Duunmiswar_,https://twitter.com/Duunmiswar_/status/1605048902277005313,pildun sudah akhir akun sepakbola gausah beritain pildun lebih baik fokus liga saja yuk,0,"Pildun sudah berakhir, untuk akun sepakbola gausah beritain pildun lagi  Mending fokus ke liga aja yuk"
2022-12-20 03:54:02,wolipop,https://twitter.com/wolipop/status/1605048858769326084,artis india deepika padukone bawa trofi piala dunia 2022 curi perhati deepika damping mantan kiper kapten spanyol iker casillas tampil trofi pildun 2022 lapang hijau cantik banget,1,Artis India Deepika Padukone sebagai pembawa trofi Piala Dunia 2022 mencuri perhatian. Deepika didampingi mantan kiper dan kapten Spanyol Iker Casillas saat menampilkan trofi Pildun 2022 di lapangan hijau. Cantik banget!😍  https://t.co/yYpSiBVudi
2022-12-20 03:53:56,tjvsha,https://twitter.com/tjvsha/status/1605048830780923905,lionel messi goat match fwc seru akhir messi dapat last wishlistnya buat juara pildun,1,@kingnyamjoon Lionel Messi GOAT 🐐🇦🇷  match fwc yang terseru 😭😭 akhirnya messi dapet last wishlistnya buat juara pildun 😭😭  https://t.co/QDdmSZZrb2
2022-12-20 03:53:31,ogilucuk,https://twitter.com/ogilucuk/status/1605048725537443841,hiks ada jual acrilic holder 20rb an money eobso habis pildun ahahhah,0,Hiks apakah ad yg jual acrilic holder 20rb an 😭 money eobso abis pildun ahahhah
2022-12-20 03:52:57,ditaditaoo,https://twitter.com/ditaditaoo/status/1605048582385831936,klose habis juara pildun langsung pensiun,1,Klose😍   Abis juara pildun juga langsung pensiun.
2022-12-20 03:52:54,_JktKops,https://twitter.com/_JktKops/status/1605048572398944256,salah satu jadi favorit pa pildun lionel messi selebrasi gaya selebrasi roman riquelme depan louis van gaal masuk idolain roman riquelme,1,Salah satu yg jadi favorit gue pas pildun adalah Lionel Messi selebrasi dengan gaya selebrasinya Roman Riquelme di depan Louis Van Gaal😂  Gue termasuk yg idolain Roman Riquelme juga
2022-12-20 03:50:27,kaelkeep,https://twitter.com/kaelkeep/status/1605047954510794753,ini pildun deh kelar jadi bisa makan burgir soda 20 ribu lagi huhu,1,ni pildun dah kelar jd g bs makan burgir n soda 20 ribu lg huhu 😭
2022-12-20 03:49:37,chaeryeohng,https://twitter.com/chaeryeohng/status/1605047747039547392,tapi emang benar negara cuma kali lolo pildun dinaikkin standar jadi favorit juara,1,"@Bromasfootball @idextratime Tapi emang bener, negara yg cuma 3 kali lolos pildun dinaikkin standarnya jadi favorit juara"
2022-12-20 03:49:11,je_ariff,https://twitter.com/je_ariff/status/1605047634334400512,2026 kuota serta piala dunia sudah tambah tentu angin segar norwegia lolo pildun kalau italy tidak tahu angel,0,"2026 kuota peserta piala dunia sudah ditambah ya..  Tentunya angin segar untuk Norwegia lolos ke pildun.  Kalau italy nggk tau deh, angel 😂"
2022-12-20 03:48:50,asmarajati1101,https://twitter.com/asmarajati1101/status/1605047550050193409,desa kalian ada siar amal gas tahu laku benar tapi plisssss tidak bisa fokus baca tidak bisa fokus nugas karena ramenya si siar amal ruamenya siar pildun kalah sumpahhhh bikin gerahhhhhhhh,-1,"Di desa kalian ada siaran amal gasi? Aku tahu yang mereka lakukan bener tapi plisssss! Aku gabisa fokus baca, gabisa fokus nugas, gegara ramenya si penyiar amal itu, ruamenya penyiar pildun kalah! Sumpahhhh bikin gerahhhhhhhh:("
2022-12-20 03:47:57,parjo_rustam5,https://twitter.com/parjo_rustam5/status/1605047326497968128,yakali juara pildun tidak dapat ballon dor,0,@Sport77Official Yakali juara pildun gk dapet ballon dor
2022-12-20 03:46:44,easymnysnpr_,https://twitter.com/easymnysnpr_/status/1605047021014253568,prancis tanpa orang turun afrika lolo pildun saja belum tolol,-1,"@SiaranBolaLive Prancis tanpa org keturunan afrika lolos pildun aja belum tentu, tolol"
2022-12-20 03:46:28,77Jariku,https://twitter.com/77Jariku/status/1605046951283634176,tuju do kalau back to back final pildun tidak mudah,1,"@BarcaBandidos Setuju dos kalo ini, back to back final pildun gak mudah."
2022-12-20 03:45:16,eydi_ad,https://twitter.com/eydi_ad/status/1605046648849059840,juara pildun 2010 bukan nya barcelona,0,@indrasuwendi @memefess Lah yg juara pildun 2010 bukan nya Barcelona 😂🤣
2022-12-20 03:44:35,blacknblackmn,https://twitter.com/blacknblackmn/status/1605046478892060672,ronaldo fan messiun piala kaleng copa america coba kalau euro bisa apa ballon or gendong xavi iniesta cuma bisa barca also ronaldo fan respect dua2 nya goat tim susah juara pildun portugal negara tidak ada uang historis,1,"@The_RedsIndo Ronaldo Fans: Messiun,Piala kaleng Copa America coba kalo di Euro bisa apa?,Ballon D or digendong Xavi iniesta,Cuma bisa di Barca  Also Ronaldo Fans: Respect lah dua2 nya Goat,tim kami susah juara pildun Portugal negara gaada historis   👍"
2022-12-20 03:44:14,kolkolatos,https://twitter.com/kolkolatos/status/1605046391679901697,faktor latih taktik chemistry main bikin beda bang argentina lihat skuad solid bahkan semua punggawa rela mati mati beri gelar pildun buat messi tidak ada skuad portugal correct me if i m wrong,1,"@commaditya Faktor pelatih, taktik dan chemistry pemain yang bikin beda bang. Argentina kelihatan skuad yang solid bahkan semua punggawa rela mati matian demi ngasih gelar pildun buat Messi. Hal itu yang nggak ada di skuad Portugal. Cmiiw"
2022-12-20 03:43:40,rudolfaff,https://twitter.com/rudolfaff/status/1605046246078439424,sekalipun messi juara pildun hati tetap cristiano ronaldo,1,"sekalipun messi juara pildun, hati tetep CRISTIANO RONALDO!!.  https://t.co/0Qb82Z3cu2"
2022-12-20 03:43:07,5SK5ls6GoMIv72X,https://twitter.com/5SK5ls6GoMIv72X/status/1605046111055785985,orang ada berita diberitain koenapa protes kalau ada berita ronaldo menang pildun diberitain uppss,-1,"@Info_Ronaldo7 @_mamatbasreng @aswanreiga @idextratime Orang ada berita ya diberitain ,koenapa protes. Toh kalo ada berita ronaldo nangis di pildun juga diberitain. Uppss🫢"
2022-12-20 03:42:43,babangkres,https://twitter.com/babangkres/status/1605046007481323521,cuma dendam sama materazzi final pildun 2006,-1,@bintangbete Gw cuma dendam sama materazzi di final pildun 2006
2022-12-20 03:42:42,Lelafalah,https://twitter.com/Lelafalah/status/1605046004830863361,sekarang jadi viral 18 besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,0,ini yang skrng jadi viral. 18+  https://t.co/AoO6777xal  Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil #AlchemyOfSouls2Ep4 #ometvbugil
2022-12-20 03:42:27,fvadddd,https://twitter.com/fvadddd/status/1605045941152542721,duwek menang pildun ono sing pikir buka cabang mixue nak buenos aire tiap 50 meter ono ngunu tidak iya,0,duwek menang pildun ono sing kepikiran buka cabang mixue nak buenos aires tiap 50 meter ono ngunu gak yo
2022-12-20 03:41:42,hilihkintiiill,https://twitter.com/hilihkintiiill/status/1605045752845471744,saja kalau dibandingin sama pildun jelas beda kasta tapi warna negara indo dukung perlu lepas hasil yaa tinggal lihat saja ada ubah lalu,0,"@idextratime B aja sih, kalo dibandingin sama pildun jelas beda kasta tapi sebagai warna negara indo dukungan itu perlu. Terlepas untuk hasil yaa tinggal liat aja apakah ada perubahan atau masih seperti yang lalu"
2022-12-20 03:41:14,Babalbla21,https://twitter.com/Babalbla21/status/1605045635345895424,road to 2002 ma soal waktu sd ingetnya tsubasa ikut pildun okee kayak harus selancar dulu inet terima kasih ma,0,"@sepatsieum yang Road to 2002 mas, soalnya waktu masih SD ingetnya yg tsubasa ikutan pildun  okee deh, keknya kudu ""selancaran"" dulu di inet, thanks ya mas!"
2022-12-20 03:41:01,whosmarcoo,https://twitter.com/whosmarcoo/status/1605045580538843136,saya pildun 2018 belanda tidak lolo pildun bulan nonton pildun bengong ngerenung,-1,"@sipawe_ sy ketika pildun 2018. belanda ga lolos pildun, sebulan nonton pildun bengong sambil ngerenung😔😔"
2022-12-20 03:40:16,ranimelan3,https://twitter.com/ranimelan3/status/1605045390726004736,trnyata awal gitu gaes sekarang bisa jadi viral sedikit 18 besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,-1,"trnyata awalnya gtu gaes, skarang bisa jd viral.  sedikit(18+)  =&gt;  https://t.co/qlfdKKKUvI &lt;=   Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil #AlchemyOfSouls2Ep4"
2022-12-20 03:40:06,lilregall,https://twitter.com/lilregall/status/1605045351437991937,diam bench gerak juara pildun,0,@Vicidominus diam di bench bergerak juara pildun
2022-12-20 03:38:50,verseafa,https://twitter.com/verseafa/status/1605045033115099136,lionel messi walaupun tidak ikut hyping pildun tahun tapi keinget dulu zaman smp tergila2 sama bola lihat liga spanyol sama inggris sampai direlain tidak bobo,1,"@kingnyamjoon Lionel Messi 🇦🇷  Walaupun ngga ikut hyping pildun tahun ini, tapi keinget dulu zaman smp tergila2 sama bola wkwk, liat liga spanyol sama inggris sampe direlain ngga bobo"
2022-12-20 03:38:50,wobowobow,https://twitter.com/wobowobow/status/1605045032528261122,kalau si lebih dendam sama schurrle bang bisa2nya klub main ancur2an eh pa main pildun bisa gocak gocek bikin assist gotze wkwkwk,-1,"@bintangbete Kalo saya si lebih dendam sama Schurrle bang, bisa2nya di klub mainnya ancur2an eh pas main di pildun bisa gocak gocek bikin assist ke Gotze wkwkwk"
2022-12-20 03:37:47,rizkyrinjani123,https://twitter.com/rizkyrinjani123/status/1605044767695335424,gg malayasia sudah pernah jadi tuan pildun,1,@idextratime gg malayasia udah pernah jdi tuan pildun
2022-12-20 03:37:41,temanfutsalku,https://twitter.com/temanfutsalku/status/1605044743754330112,tidak apa pildun disetting kalau tidak schedule tidak rapih sampah serum ac tidak nyala rusuh tembak kembang api gas air mata banyak korban,-1,"@idextratime @tongsengparu Gpp lah Pildun disetting, kalo gak schedule ga rapih, sampah berserakan, AC ga nyala, kerusuhan, tembakan kembang api, gas air mata, banyak korban"
2022-12-20 03:37:40,epsetdahh,https://twitter.com/epsetdahh/status/1605044739325075456,pildun sudah akhir tahun 2022 sebentar akhir messi c sudah dapat piala dunia gini2 saja,0,"pildun udah berakhir, tahun 2022 bentar lagi berakhir dan messi cs udah dpt piala dunia lah gua masih gini2 aja😴😴🤌"
2022-12-20 03:37:21,adihrdiansyh,https://twitter.com/adihrdiansyh/status/1605044656869642240,banget lebih nunggu pildun soal laga tim nasional indonesia,0,"@idextratime Banget, lebih nunggu ini daripada pildun. Soalnya yg berlaga adalah Tim Nasional Indonesia!"
2022-12-20 03:37:20,onobudi_,https://twitter.com/onobudi_/status/1605044655912992769,unu kok timnas mimpi nak pildun atitud ndablek wkwkwk,-1,"@SeputarMadrid @BundesInsider Unu kok timnas e mimpi nak pildun, atitud e ndablek wkwkwk"
2022-12-20 03:35:32,udin69ah,https://twitter.com/udin69ah/status/1605044200579293184,2006 bocil sd ngantuk nontonnya 2010 agak erti semangat nntnnya 2014 puber pacar sudah tahu gadang 2018 baru lulu kola lagi cari kerja 2022 full kerja wkw moga ketemu lagi 2026 sama pildun moga beda cerita,0,"2006 bocil sd masih ngantuk nontonnya"" 2010 agak ngerti karena semangat nntnnya 2014 Puber pacaran dan udh tau bergadang 2018 baru lulus sekola dan lg cari kerja 2022 Full kerja wkw  semoga ketemu lg 2026 ama pildun wkwk. dan semoga beda cerita"
2022-12-20 03:35:18,Info_Ronaldo7,https://twitter.com/Info_Ronaldo7/status/1605044141116649472,pildun sudah akhir tidak perlu beritain pildun kamu tidak bosen apa admin idex,-1,"@idextratime ..pildun udah berakhir tuh ga usah beritain pildun lagi, lu ga bosen apa admin idex?"
2022-12-20 03:34:45,TeofilusWS,https://twitter.com/TeofilusWS/status/1605044003011178497,kemarin cupu banget pildun bahkan ngeri alvarez,-1,@jonasade @intermilanstory Kemarin cupu banget di pildun..malah ngeri alvarez
2022-12-20 03:34:38,adiebagus12,https://twitter.com/adiebagus12/status/1605043975210950656,upload konten final pildun sosial medium kamu boleh kreasi bentuk video lebih menarik2 buat caption tarik mungkin guna keyword indihome hastag aktivitastanpabatas indihome3 pasti caption konten sesuai jangan upl,0,"1. Upload Konten tentang final pildun di sosial media kamu, boleh di kreasikan dalam bentuk video supaya lebih menarik2. Buat Caption semenarik mungkin dengan menggunakan keyword IndiHome dan hastag #AktivitasTanpaBatas #IndiHome3. Pastikan caption dan konten sesuai.4. Jangan upl  https://t.co/NWhBAhmMbz"
2022-12-20 03:33:22,myjjinjoon_,https://twitter.com/myjjinjoon_/status/1605043654153801730,kapten argentina lionel messi asa banget neng sampai sekarang tiap bangun tidur senyum2 sendiri inget argentina jadi juara pildun 2022 congrats all deserve it,1,"@kingnyamjoon Kapten Argentina Lionel Messi 🇦🇷  Berasa bgt senengnya sampe sekarang, tiap bangun tidur senyum² sendiri inget argen jd juara pildun 2022 🤩 Congrats! y'all deserve it 💙  https://t.co/x4uTiApXzO"
2022-12-20 03:32:44,coksinthesky,https://twitter.com/coksinthesky/status/1605043498092097536,emang mimpi gabakal juara pildun,-1,"@Herwinwijaya14 @yogaadhptr @idextratime Emang mimpi, gabakal juara pildun 🤣"
2022-12-20 03:32:00,ucupblekmamba,https://twitter.com/ucupblekmamba/status/1605043311193882624,informasi nonton bareng pildun 2026,0,info nobar pildun 2026
2022-12-20 03:31:46,Lalalalassitude,https://twitter.com/Lalalalassitude/status/1605043251618013185,naek motor jam nyampe r nunggu seperti orang tolol emang kejam banget kelompok sekarang erti asa mbappe pa pildun kemarin kaya bagaimana,-1,"Naek Motor 2 jam, nyampe RS nunggu kek orang tolol, emang kejam banget deh kelompok gue, sekarang gue ngerti perasaan Mbappe pas pildun kemaren kaya gimana 😊😭😊😭"
2022-12-20 03:31:06,eatnowfood,https://twitter.com/eatnowfood/status/1605043083431006208,hai eatnow lover tidak ada bolo kantor kemarin karena habis nonton bareng final pildun fifaworldcup fifaworldcup2022final,0,Hai EatNow Lovers! Nggak ada yang bolos ke kantor kan kemarin gegara habis nobar final Pildun?? 😁  #FIFAWorldCup #FIFAWorldCup2022Final
2022-12-20 03:30:06,seukiddo,https://twitter.com/seukiddo/status/1605042835723800577,aga out of topic tapi tertawa baca pildun gara-gara irvan bilang pildun itu pilih khaldun,0,@catzaelx aga oot tapi ngakak baca pildun grgr irvan bilang pildun tu pilihan khaldun😭
2022-12-20 03:29:29,avyd_cupit,https://twitter.com/avyd_cupit/status/1605042678638735361,pildun wes rampung undi liga champion genti wae selagi iseh 16 besar yora,0,"pildun wes rampung, undian liga champions genti wae, mumpung iseh 16 besar yora"
