date,username,link,tweet,clean_tweet,label
2022-12-20 08:55:55,zildgeean,https://twitter.com/zildgeean/status/1605124828788203520,@idextratime itu kalo gada lautaro argen ga main di pildun cokk wkwkwkw,kalau tidak ada lautaro argentina tidak main pildun cokk wkwkwkw,-1
2022-12-20 08:53:35,rahpequeno,https://twitter.com/rahpequeno/status/1605124242282262528,nginjekin kaki di final aje belum pernah gimana mau kiss piala pildun 😭,nginjekin kaki final aje belum pernah bagaimana mau kiss piala pildun,-1
2022-12-20 08:52:58,nasywaas4,https://twitter.com/nasywaas4/status/1605124086082179073,@sbtcon seller nya menang taruhan pildun agak nya nderr😭,seller nya menang taruh pildun agak nya nderr,-1
2022-12-20 08:52:14,saddboicarti,https://twitter.com/saddboicarti/status/1605123902295773184,"Menang pildun doang tp gapernah ke aceh,kontol lo @messi",menang pildun doang tapi gapernah aceh kontol kamu,-1
2022-12-20 08:52:11,alivemylayf,https://twitter.com/alivemylayf/status/1605123888647917569,"CR7 apes bgt di 2022 ini, anaknya yg baru lahir meninggal, awal musim mau cari tim baru tp gaada yg minat, udh bagus dipertahanin MU malah bikin masalah &amp; ngata2in semua pihak akhirnya dipecat, di pildun main jelek &amp; jadi cadangan + gugur, eh akhirnya liat Messi angkat trophy WC.",ronaldo sial banget 2022 anak baru lahir tinggal awal musim mau cari tim baru tapi tidak ada uang minat sudah bagus dipertahanin mu bahkan bikin masalah ngata2in semua pihak akhir pecat pildun main jelek jadi cadang gugur eh akhir lihat messi angkat trophy wc,-1
2022-12-20 08:51:34,stadiuvm,https://twitter.com/stadiuvm/status/1605123734569746432,"@Pipahahahaha awkwkwko ngakak kenceng  minta foto hd cristiano ronaldo kecup trophy pildun dong, adakah?",awkwkwko tertawa kenceng minta foto hd cristiano ronaldo kecup trophy pildun dong ada,1
2022-12-20 08:50:26,zoldyvk,https://twitter.com/zoldyvk/status/1605123449801695233,"@SUNDA_FESS lihat lah cowok ku masi gak terima messi juara pildun, dia pens ronaldo garis keras 😭  https://t.co/3LdvK8iKmN",lihat cowok ku ma tidak terima messi juara pildun pen ronaldo gari kera,-1
2022-12-20 08:50:19,dimasmisme,https://twitter.com/dimasmisme/status/1605123417447235585,"@idextratime Ini kejadian terulang ketika Maradona di masa emas bersama Napoli berhasil bawa Napoli juara liga, satu tahun berikut nya pildun di Italia, dan Argentina berhasil bekuk Italia di kandang Napoli , langsung jadi cibiran buat Maradona, emang ga jauh ya Maradona sama Messi ini",jadi ulang maradona masa emas sama napoli hasil bawa napoli juara liga satu tahun ikut nya pildun italia argentina hasil bekuk italia kandang napoli langsung jadi cibir buat maradona emang tidak jauh maradona sama messi,1
2022-12-20 08:47:45,samuelsmg5,https://twitter.com/samuelsmg5/status/1605122774934044672,"@hangloosebaby_ @Muhir_hafidh ya tuhan ipay, bukannya bersyukur lu bisa nyaksiin messi menang pildun, 20 tahun lg anak2 lu nonton youtube highlight cr messi",tuhan ipay bukan syukur kamu bisa nyaksiin messi menang pildun 20 tahun lagi anak2 kamu nonton youtube highlight cr messi,1
2022-12-20 08:46:34,nwjnswag,https://twitter.com/nwjnswag/status/1605122474756055040,@emptybook_ @idextratime Kok si paling pekerja keras gak pernah menang pildun 🤭,kok si paling kerja kera tidak pernah menang pildun,-1
2022-12-20 08:45:58,baru_kini,https://twitter.com/baru_kini/status/1605122324847808512,@idextratime 3M yg bisa bawa Argentina juara pildun: MARIO Kempes MARADONA Lautaro MARTINEZ 😂,3m bisa bawa argentina juara pildun mario kempes maradona lautaro martinez,0
2022-12-20 08:45:53,zahraquinsha,https://twitter.com/zahraquinsha/status/1605122302458597377,"Baru lihat video animasi skuad England di Pildun, lucuuu sangat 😍",baru lihat video animasi skuad england pildun lucuuu sangat,1
2022-12-20 08:42:47,iHugMez,https://twitter.com/iHugMez/status/1605121522922041344,"lah wkwkw, nape emg? lu takut kesaingin apa begimane, lagak lu sok superior bener. yang dari lama ngehype bola sama yang nonton pildun dari jaman majapahit aja diem diem bae, norak dekk",wkwkw nape memang kamu takut kesaingin apa begimane lagak kamu sok superior benar lama ngehype bola sama nonton pildun jaman majapahit saja diem diem bae norak dekk,-1
2022-12-20 08:42:11,santaiajagitu,https://twitter.com/santaiajagitu/status/1605121371121467394,@DustinGeinbee jersey timnas indo di pildun 2010 tin,jersey timnas indo pildun 2010 tin,0
2022-12-20 08:42:08,miosumio3,https://twitter.com/miosumio3/status/1605121359784603648,"@detikcom Saya suka CR7, tapi saya gak setuju bila pildun Qatar yg terburuk, malah kebalikannya yg terbaik pildun Qatar ini, andai tim CR7 menang, apa masih ngomong jelek ttg Qatar ?",suka ronaldo tapi tidak tuju bila pildun qatar buruk bahkan balik baik pildun qatar andai tim ronaldo menang apa bicara jelek tentang qatar,-1
2022-12-20 08:40:42,aureliusansel,https://twitter.com/aureliusansel/status/1605120999334490112,"next pildun umur 27, bisa jd udh nntn sm keluarga baru.",lanjut pildun umur 27 bisa jadi sudah nonton sama keluarga baru,0
2022-12-20 08:40:06,aureliusansel,https://twitter.com/aureliusansel/status/1605120848280825858,sad karena pildun msh 4 taun lagi.,sedih pildun masih tahun,-1
2022-12-20 08:39:58,cobasadar_,https://twitter.com/cobasadar_/status/1605120813442949120,"Pildun telai usai, saatnya ngoprek FPL",pildun tela usai saat ngoprek fpl,0
2022-12-20 08:37:46,abil_ryd,https://twitter.com/abil_ryd/status/1605120261438611457,"Prancis InshAllah numpuk nih pemain2nya di ajang turnamen internasional berikutnya, entah di euro dan pildun",prancis inshallah tumpuk ini pemain2nya ajang turnamen internasional ikut entah euro pildun,0
2022-12-20 08:37:17,SaaaanZQ,https://twitter.com/SaaaanZQ/status/1605120141146337280,"@ned_cromagnon @moontagespace @CoachJustinL @YouTube Tp emang benerkan, lu ngerasa pildun ini ga seru krn tim tusbool lu gugur di fase grup🤣, jangankan nonton bola, makanpun klo tim jagoan kalah pasti terasa hambar🤣. yg sabar aja om, barangakali edisi selanjutnya tim tusbool lu gugur lg di fase grup🤣🙏  https://t.co/4v5PY0tGdX",tapi emang benerkan kamu ngerasa pildun tidak seru karena tim tusbool kamu gugur fase grup jangan nonton bola makan kalau tim jago kalah asa hambar sabar saja om barangakali edisi lanjut tim tusbool kamu gugur lagi fase grup,-1
2022-12-20 08:35:31,chandratolee,https://twitter.com/chandratolee/status/1605119694767169537,@Farhan_uss @idextratime btw counter argen ngeri bet pildun,ngomong-ngomong counter argentina ngeri banget pildun,-1
2022-12-20 08:32:56,simonkey5191,https://twitter.com/simonkey5191/status/1605119042821689344,@vickyh23_ @idextratime Eh tolol. Ada yang namanya persiapan. Pasti kedua belah pisah udh bikin persiapan untuk menang di pildun kontol,eh tolol ada nama siap dua belah pisah sudah bikin siap menang pildun kontol,-1
2022-12-20 08:32:41,gbrnbaik,https://twitter.com/gbrnbaik/status/1605118980804726784,"@Ronaldxcviii @realmadridindo1 iya iya bg, btw udh dpt piala pildun blm?",iya iya abang ngomong-ngomong sudah dapat piala pildun belum,0
2022-12-20 08:31:55,ro_likur,https://twitter.com/ro_likur/status/1605118790026801152,@SiaranBolaLive Smg pas makan lidahnya kegigit trus sariawan gak sembuh2 sampek pildun 2026,smg pa makan lidah gigit lalu sariawan tidak sembuh2 sampek pildun 2026,0
2022-12-20 08:31:29,PorosHalangID,https://twitter.com/PorosHalangID/status/1605118681247518720,"Nanti take closingan Pildun, mau nanya apa klean?  #poroshalangid",take closingan pildun mau tanya apa klean poroshalangid,0
2022-12-20 08:31:29,ryokuchagaru,https://twitter.com/ryokuchagaru/status/1605118678525435904,"@jimxaszh Seneng banget sama pildun yang diadakan di Qatar tahun ini, karena hal ini bisa sekaligus jadi kesempatan untuk memperkenalkan Islam pada seluruh dunia.",neng banget sama pildun ada qatar tahun bisa sekaligus jadi sempat kenal islam seluruh dunia,1
2022-12-20 08:30:46,NcSl4sher,https://twitter.com/NcSl4sher/status/1605118497964511233,@fashionjeketi Sweater kerah putih zee yang di pake pas nobar final pildun min,sweater kerah putih zee pakai pa nonton bareng final pildun min,0
2022-12-20 08:30:36,Noinoimanies,https://twitter.com/Noinoimanies/status/1605118458957426689,"@diemlosat @worksfess Engga semua sih, tapi klau ada yg mulutnya gini balas aja yg enak biar makin panas. Iya begadang nonton pildun asik bgt. Iya lagi muas-muasin mumpung blm ada tanggungan. Soalnya kalau dah punya anak ga bisa lagi sebebas singlen🤣 puas-puasin dulu dah mainnya",engga semua tapi klau ada mulut gin balas saja enak biar makin panas iya begadang nonton pildun asik banget iya muas muasin selagi belum ada tanggung soal kalau deh punya anak tidak bisa bebas singlen puas puasin dulu deh main,1
2022-12-20 08:28:47,perudgendud,https://twitter.com/perudgendud/status/1605118000834957312,"Pada ngomel squad argentina isinya  pemain medioker di klubnya, padahal mentalnya yg siap mati demi messi ngangkat piala pildun itulah yg buat juara #sipalingbola #sipalingtau",ngomel squad argentina isi main medioker klub padahal mental siap mati messi ngangkat piala pildun buat juara sipalingbola sipalingtau,-1
2022-12-20 08:27:00,nasipadangkuyy,https://twitter.com/nasipadangkuyy/status/1605117552203821056,"murid gua nanya, ""bu kayanya ibu kaga ada tertarik2nya ama pildun dah. padahal guru olahraga"" wkwkwkwk pusing nonton bola, kesana kemari kesana kemari🙂🙂",murid tanya bu kayak ibu tidak ada tertarik2nya sama pildun deh padahal guru olahraga pusing nonton bola kesana kemari kesana kemari,-1
2022-12-20 08:25:51,jaewonotai,https://twitter.com/jaewonotai/status/1605117263790878720,@betaoges @youngkotai @juyeonotai @heeseungotai @131otai @minhyungotai Jadwal nobar pildun bang,jadwal nonton bareng pildun bang,0
2022-12-20 08:25:44,FahimaFasisno,https://twitter.com/FahimaFasisno/status/1605117233662898176,@gowryeee Waduh Nembe Bae mbukak Twitter Mba.... Sibuuuugg pildun 🤣🤣 Anu apa koh,waduh nembe bae mbukak twitter mbak sibuuuugg pildun apa koh,1
2022-12-20 08:23:26,hiyyn_,https://twitter.com/hiyyn_/status/1605116651552505856,"Gua juga kalo suka bola pas ada timnas indonesia maen sampe final, trs 4th sekali kadang2 nonton tu pertandingan pildun, dulu pas bpk masih ada juga tiap ada barcelona vs real madrid gua nonton, btw gua dulu dikatain cewek kok suka bola trs akhir nyemplung kekpop sih",kalau suka bola pa ada timnas indonesia main sampai final terus 4th sekali kadang2 nonton itu tanding pildun dulu pa bapak ada tiap ada barcelona v real madrid nonton ngomong-ngomong dulu dikatain cewek kok suka bola terus akhir nyemplung kekpop,0
2022-12-20 08:21:46,lrexne,https://twitter.com/lrexne/status/1605116234605158400,"@lassdortoir Kayanya kurang fokus gara-gara nonton pildun, ya.",kayak kurang fokus gara gara nonton pildun,-1
2022-12-20 08:21:29,opalkasibi,https://twitter.com/opalkasibi/status/1605116164115378179,@aradookuy karunya we ka messi can pernah ngangkat trophy pildun eta mah,karu we kakak messi belum pernah ngangkat trophy pildun eta mah,1
2022-12-20 08:21:10,aull_udell,https://twitter.com/aull_udell/status/1605116084642009089,Agak heran ama yg percaya Pildun udah disetting sih 🥲 Tapi ya namanya juga orang 😂😂,agak heran sama percaya pildun sudah disetting tapi nama orang,0
2022-12-20 08:20:13,belxgyn,https://twitter.com/belxgyn/status/1605115842219630592,Messi Ambil GoSe Di Maria Indira CHANYEOL Ditto Xavier Jeno Karina RENJUN NINGNING KWON SOONYOUNG Argentina Mbappe Susanti #ArtistOfindonesia Han Ji Pyeong #LeeDoHyun Siang Burhan Aguero Parfum HMNS wangi tahan lama murah meriah pildun   https://t.co/ZEJiibMZfS,messi ambil gose maria indira chanyeol ditto xavier jeno karina renjun ningning kwon soonyoung argentina mbappe susanti artistofindonesia han ji pyeong leedohyun siang burhan aguero parfum hmns wangi tahan lama murah riah pildun,0
2022-12-20 08:19:42,IndahGamatia,https://twitter.com/IndahGamatia/status/1605115714473701378,"Aguero baru pensiun (atau terpaksa pensiun) tepat tahun lalu ketika aritmia bikin dia harus gantung sepatu. Saat itu, dia udh kasih kontribusi banyak di kualifikasi pildun sampe akhirnya bisa berangkat ke Qatar dan berperan di kemenangan Copa America juga.",aguero baru pensiun paksa pensiun tepat tahun lalu aritmia bikin gantung sepatu sudah kasih kontribusi banyak kualifikasi pildun sampai akhir bisa berangkat qatar peran menang copa america,0
2022-12-20 08:18:23,sentana7,https://twitter.com/sentana7/status/1605115383379202050,@bossvibez21 @detikcom Ente ga sadar negara kita g pernah ikut pildun ?,kamu tidak sadar negara pernah ikut pildun,-1
2022-12-20 08:18:10,dokadil_ins,https://twitter.com/dokadil_ins/status/1605115329122029570,Domba ikut nonton piala dunia bersama peternak kambing domba Tanjung Gusta. #domba #FIFAWorldCup  #pildun #ternak #kambing #goat #sheep #farm  https://t.co/jXCKnTrMtz,domba ikut nonton piala dunia sama ternak kambing domba tanjung gusta domba fifaworldcup pildun ternak kambing goat sheep farm,1
2022-12-20 08:18:04,AnggiMgt,https://twitter.com/AnggiMgt/status/1605115303263760385,"@Info_Ronaldo7 @idextratime Pildun kali ini akan tetap ada di berita hingga 20-30-40 tahun dst lagi, ini sejarah. kau gak mungkin bisa menghentikan sejarah dengan kepala kosong dan mulut besar mu itu.",pildun kali tetap ada berita hingga 20 30 40 tahun sejarah kamu tidak mungkin bisa henti sejarah kepala kosong mulut besar mu,0
2022-12-20 08:18:00,renggapridisap,https://twitter.com/renggapridisap/status/1605115284267732992,Laaah iyaaa baru sadar messi kan ngalahin perancis di final pildun  PSG kan tim dari perancis yaa  Terus ?  Yaaa ga terus terus sih baru ngeuh weh,laaah iyaaa baru sadar messi ngalahin perancis final pildun psg tim perancis yaa terus yaaa tidak terus terus baru ngeuh weh,0
2022-12-20 08:17:38,Unterhose08,https://twitter.com/Unterhose08/status/1605115195806085121,@idextratime Klo pake jersey negara gw percaya karna sebab pildun qatar,kalau pakai jersey negara percaya karena pildun qatar,0
2022-12-20 08:17:24,happikidalive,https://twitter.com/happikidalive/status/1605115137299337218,saking g ngikutin pildun.. w kira jinwoon 2am 😂,saking ngikutin pildun kira jinwoon 2am,-1
2022-12-20 08:12:36,adaemyucoy,https://twitter.com/adaemyucoy/status/1605113926860935169,jdi ini alesan Argentina menang pildun kmrn  https://t.co/Nfv6rosp04,jadi alesan argentina menang pildun kemarin,1
2022-12-20 08:12:14,muhamadiiiqbal,https://twitter.com/muhamadiiiqbal/status/1605113837044174848,"@cayahi @Wayydays Diam yaaa kaliannn, saya sudah moveon dari pildun",diam yaaa kaliannn sudah moveon pildun,0
2022-12-20 08:12:08,sofyant08,https://twitter.com/sofyant08/status/1605113810125144064,@AfifXavi deskripsikan messi dgn kata2 itu sulit krna pencapaiannya yg bgtu bnyk. cukup perlihatkan aksi2 memukau messi di lapangan udh cukup membuktikan semuanya. puncaknya di final pildun kmarin,deskripsi messi dengan kata2 sulit karena capai bgtu banyak cukup lihat aksi2 pukau messi lapang sudah cukup bukti semua puncak final pildun kmarin,1
2022-12-20 08:11:47,d4nay,https://twitter.com/d4nay/status/1605113723039121408,@heydeww_ lagian aneh ada org ngarep bgt liat dodog juara pildun,lagi aneh ada orang ngarep banget lihat dodog juara pildun,-1
2022-12-20 08:11:44,orrshktse,https://twitter.com/orrshktse/status/1605113708971053056,"@idextratime sejak kalah pildun, tabiat asli org prancis keliatan dah wkwk tukang rasis mana merasa superior idih lawak",sejak kalah pildun tabiat asli orang prancis lihat deh tukang ra mana rasa superior idih lawak,-1
2022-12-20 08:11:31,mbahzeuss,https://twitter.com/mbahzeuss/status/1605113652767444992,"@SACHANEL18 @Pranadsptr @idextratime dah jelas lah cmn ngerti ada pildun doang,nyamain pildun sma liga wakanda,3000T buat settingan doang?gada kerjaan banget emng yg cocotnya bilang settingan",deh jelas cuma erti ada pildun doang nyamain pildun sama liga wakanda 3000t buat settingan doang tidak ada kerja banget memang cocotnya bilang settingan,-1
2022-12-20 08:11:18,JuaraAFF2022,https://twitter.com/JuaraAFF2022/status/1605113599898578945,@boirangkuiwangk @anaksolehibuk @registaco Yg dibahas kan pildun,bahas pildun,0
2022-12-20 08:10:33,orgateezer,https://twitter.com/orgateezer/status/1605113411234562048,"eh srius tadi aku malah nanyain pildun, AKU GATAU ITU QUESTION BOX TENTANG APA CUMA TAU ITU BAKAL DIJAWAB HONGJOONG EJDFHGHRHDJSDJFF DUMB ME",eh srius tadi bahkan nanyain pildun gatau question box apa cuma tahu bakal jawab hongjoong ejdfhghrhdjsdjff dumb me,-1
2022-12-20 08:09:40,orrshktse,https://twitter.com/orrshktse/status/1605113190643224576,@Shinoa_hiiragii kak spill akunnya dong itu tolol bgt dah😭 ngetik aja gk bener jir sok jd pakar intelijen segala🤣🤣🤣🤣🤣🤣 makin byk org stress abis pildun jir🤣🤣🤣,kak spill akun dong tolol banget deh ngetik saja tidak benar anjing sok jadi pakar intelijen segala makin banyak orang stress habis pildun anjing,-1
2022-12-20 08:09:24,nor_alhasan,https://twitter.com/nor_alhasan/status/1605113122385465349,"Dari pildun belajar melihat kemunafikan orang  yang awalnya dukung apa, eh pas final dukung apa hahaha",pildun ajar lihat munafik orang awal dukung apa eh pa final dukung apa hahaha,-1
2022-12-20 08:08:51,SugengMesdianto,https://twitter.com/SugengMesdianto/status/1605112983985627141,@idextratime Jadi inget pemain Korsel yang maen di Perugia dulu habis Pildun 2002,jadi inget main korsel main perugia dulu habis pildun 2002,0
2022-12-20 08:05:45,reeoliman,https://twitter.com/reeoliman/status/1605112202763325440,Baru tahu indonesia panggil piala dunia = pildun,baru tahu indonesia panggil piala dunia pildun,0
2022-12-20 08:03:43,xsehunexo,https://twitter.com/xsehunexo/status/1605111693180211201,Sebenernya selama ini saya paling kecewa sama abah... KENAPA KEMARIN PILDUN ABAH NGGAK MAU IKUT NGERONDA SAMBIL RAME-RAME NONTON DI POS RONDA?!,sebenernya lama paling kecewa sama abah kemarin pildun abah tidak mau ikut ngeronda ramai ramai nonton po ronda,-1
2022-12-20 08:03:35,adrianmlnnn,https://twitter.com/adrianmlnnn/status/1605111657436708864,@idextratime kandani kok percuma menang pildun lek dorong tau nak aceh 🙏,kandani kok percuma menang pildun lek dorong tahu nak aceh,-1
2022-12-20 08:00:48,Marco_Alfa20,https://twitter.com/Marco_Alfa20/status/1605110958887620609,"@idangrsaputra @vickyh23_ @idextratime Kamu aja yg dodol,  Jersey setiap peserta pildun itu udah disiapkan oleh masing masing tim untuk persiapan jika nanti jadi juara  Contoh saat Spanyol dulu, dari Jersey yg belum ada bintang, namun ketika wasit tiup pluit panjang, para pemain bergegas ganti jersey dengan 1 bintang",kamu saja bodoh jersey serta pildun sudah siap masing masing tim siap jadi juara contoh spanyol dulu jersey belum ada bintang wasit tiup pluit panjang main gegas ganti jersey bintang,-1
2022-12-20 08:00:11,BangBanjou,https://twitter.com/BangBanjou/status/1605110802654330880,"Anying gaada seminggu kelar pildun langsung main lagi, untung masih ada kdb haaland gundo mahrez, tapi pemain belakangnya ini wkwkwk",anying tidak ada uang minggu kelar pildun langsung main untung ada kdb haaland gundo mahrez tapi main belakang wkwkwk,-1
2022-12-20 07:59:51,sofyanaghfar,https://twitter.com/sofyanaghfar/status/1605110717505409024,"Awal dia pegang trofi Pildun sih ngga masalah, cuman makin kesini makin enek liatnya. Merasa paling berkontribusi, mana rasis 🙈",awal pegang trofi pildun tidak masalah cuman makin kesini makin enek liat rasa paling kontribusi mana ra,-1
2022-12-20 07:58:08,bgbaebaee,https://twitter.com/bgbaebaee/status/1605110287178530816,"@ariandi__ @fuaddewa @podcastboba Bener bang wkwkwk, sama aja kedua kubu kek perang capres, seru juga kalo @podcastboba ngeroast Messi, trus d react sama penyepongnya wkwkkw, mana abis menang pildun kan, mereka d senggol dkit langsung keluarin ulti trophy pildun",benar bang wkwkwk sama saja dua kubu seperti perang capres seru kalau ngeroast messi lalu react sama penyepongnya tertawa mana habis menang pildun senggol dkit langsung keluarin ulti trophy pildun,1
2022-12-20 07:57:39,YmFnPrtma,https://twitter.com/YmFnPrtma/status/1605110164545097728,"@lefleurgarden @The_RedsIndo Lahh kun kan gitu2 sempet bantu argentina pas kualifikasi pildun 2022 yee , jasa dia secara ga langsung juga berpengaruh lahh",lahh kun gitu-gitu sempat bantu argentina pa kualifikasi pildun 2022 yee jasa tidak langsung pengaruh lahh,0
2022-12-20 07:53:55,erirendy5,https://twitter.com/erirendy5/status/1605109224778141696,@idextratime Lah ntr juga kalo rame pada ikut nobar. Kek pildun Qatar label jelek banyak yg anti pildun ujungnya rame juga pada nobar wkwkwk.,ntr kalau ramai ikut nonton bareng seperti pildun qatar label jelek banyak anti pildun ujung ramai nonton bareng wkwkwk,-1
2022-12-20 07:52:52,qalqalahsughra,https://twitter.com/qalqalahsughra/status/1605108960117129216,"@zenadailham @_rewhy @idextratime mungkin maksud abangnya ini masih pildun Russia 2018, jd mereka masih 25 wkwk",mungkin maksud abang pildun russia 2018 jadi 25,0
2022-12-20 07:52:46,afidl_,https://twitter.com/afidl_/status/1605108936595902464,masih saja banyak yg membandingkan messi dan ronaldo. sy saja sbg fans ronaldo sdh legowo bahwa messi lebih bagus krn telah mampu meraih trofi pildun.,banyak banding messi ronaldo saya sbg fan ronaldo sudah legowo messi lebih bagus karena mampu raih trofi pildun,1
2022-12-20 07:52:01,vontodo,https://twitter.com/vontodo/status/1605108747012931584,"Nah kan Sepakbola tuh punya isu yang lebih urgent dan fundamental daripada yang rame di awal pildun, yang ban kapten2 itu",nah sepakbola punya isu lebih urgent fundamental ramai awal pildun ban kapten2,0
2022-12-20 07:51:44,Autumniore,https://twitter.com/Autumniore/status/1605108675131363328,"@cherrybleussom @Belledemavie mantap sekali pildun tahun ini, semoga kita masih bisa nobar di tahun 2026 😘",mantap sekali pildun tahun moga bisa nonton bareng tahun 2026,1
2022-12-20 07:51:17,Kokoprast03,https://twitter.com/Kokoprast03/status/1605108562895609856,@isidorus_ido @_MFI_ Tengok gw dpt pemain yg harusnya hattrick pas final pildun  https://t.co/TwXCTqM4K8,jenguk dapat main harus hattrick pa final pildun,0
2022-12-20 07:50:42,min3r44,https://twitter.com/min3r44/status/1605108414522175489,syukuran Argentina juara pildun  https://t.co/jXv6b0GlXZ,syukur argentina juara pildun,1
2022-12-20 07:49:49,PENJUALMIRAZ,https://twitter.com/PENJUALMIRAZ/status/1605108192370864128,"@UpdateBolabola Jangan sampai setelah pildun karirnya meredup, harapannya rafael, justin dan ivar tetap main di eropa agar terus berkembang kemampuannya, supaya nanti bisa ikut membantu timnas senior di kualifikasi pildun 2026 dan piala asia 2027.",jangan pildun karirnya redup harap rafael justin ivar tetap main eropa terus kembang mampu bisa ikut bantu timnas senior kualifikasi pildun 2026 piala asia 2027,1
2022-12-20 07:49:41,driedflawer,https://twitter.com/driedflawer/status/1605108161824043008,psikiku plg jelek😭😢 gara2 tak tinggal nnton pildun wkwkw no regret tho👆🏼,psikiku paling jelek gara2 tidak tinggal nonton pildun wkwkw no regret tho,0
2022-12-20 07:49:21,engfazzz,https://twitter.com/engfazzz/status/1605108076532883456,@AgusSul77747110 @FaktaSepakbola legend Argentina berhak ga si buat ngerayain pildun ini?,legend argentina hak tidak si buat ngerayain pildun,0
2022-12-20 07:48:20,arenisdt,https://twitter.com/arenisdt/status/1605107821573419008,"Piala dunia 2022 sudah selesai. Puas sih sama pildun kali ini, dari awal pertandingan sampe pemenangnya yang juga mengakhiri debat semua pecinta sepak bola tentang siapa the real GOAT wkwk  Dan juga ada ishowspeed yang bikin pildun ini jadi tambah seru 😂😂",piala dunia 2022 sudah selesai puas sama pildun kali awal tanding sampai menang akhir debat semua cinta sepak bola siapa the real goat ada ishowspeed bikin pildun jadi tambah seru,1
2022-12-20 07:48:00,ahmadriadys03,https://twitter.com/ahmadriadys03/status/1605107737641496576,@Eno_Bening Wah berarti tim medsos nya pildun indosiar sama sctv dari tim bg eno.. wih wih wih  Kirain liga 1 pegang juga konten2 nya juga mirip,wah arti tim medsos nya pildun sama sctv tim abang eno wih wih wih kirain liga pegang konten2 nya mirip,0
2022-12-20 07:46:27,StartingSportID,https://twitter.com/StartingSportID/status/1605107344718712832,Berikut deretan pemenang penghargaan Piala Dunia 2022. Tiga diantar penghargaan tersebut direbut Argentina. Siapa sajakah penerima penghargaan tersebut? | 77577sports #77577sports #pestabola #pildun #pestabola2022 #messigoat #goat #lionelmessi #messi   https://t.co/68foliSVfv,ikut deret menang harga piala dunia 2022 tiga antar harga sebut rebut argentina siapa saja terima harga sebut 77577sports 77577sports pestabola pildun pestabola2022 messigoat goat lionelmessi messi,0
2022-12-20 07:44:40,arbidnandama,https://twitter.com/arbidnandama/status/1605106895718449152,masih seneng banget grgr pildun krmn,neng banget gara-gara pildun krmn,1
2022-12-20 07:42:48,inyjia,https://twitter.com/inyjia/status/1605106428770861056,fyp jd bnyak ttg pildun.. belom balik2 jd kpop..,fyp jadi bnyak tentang pildun belum balik2 jadi kpop,0
2022-12-20 07:42:04,musofaibrahim01,https://twitter.com/musofaibrahim01/status/1605106243588091904,"@heavyrotat10n @idextratime Lah masuk pildun apa enggaknya itu tergantung pssi becus apa kagak ngelola sepakbola, penonton dan semua perangkatnya itu bisa membaik kalo regulasinya jelas dan di jalankan dengan tegas, penonton itu cuma masyarakat biasa yg gak punya power sebesar pengurus federasi, tolol !",masuk pildun apa enggak gantung pssi becus apa tidak ngelola sepakbola tonton semua perangkat bisa baik kalau regulasi jelas jalan tegas tonton cuma masyarakat biasa tidak punya power besar urus federasi tolol,-1
2022-12-20 07:41:08,Nindyeilish,https://twitter.com/Nindyeilish/status/1605106008212508672,"2 hari lalu, pas nobar pildun, gue sama abel liat banaspati anj serem bgt🙂🙂🙂",hari lalu pa nonton bareng pildun sama abel lihat banaspati anj rem banget,-1
2022-12-20 07:40:50,RareJackal181,https://twitter.com/RareJackal181/status/1605105932781834240,"Bangsa sendiri ajah malah wkwkwkw ditanya bagaimana Indonesia bisa lolos pildun, karena kalah mulu , paling runner up asteng, udah bener bubar sih, selepas kanjuruhan, jadi penonton ajah",bangsa sendiri ajah bahkan wkwkwkw tanya bagaimana indonesia bisa lolo pildun kalah melulu paling runner up asteng sudah benar bubar lepas kanjuruhan jadi tonton ajah,-1
2022-12-20 07:40:10,kepalabatuu__,https://twitter.com/kepalabatuu__/status/1605105764196319237,@samengvrl @TxtdariHI Setelah pildun terbitlah ekwk,pildun terbit ekwk,0
2022-12-20 07:39:59,JajangJ270180,https://twitter.com/JajangJ270180/status/1605105717316177920,"@dulce_marriaa @Zchrl_Kei @idextratime Tp aku jg slma nonton pildun di TV, koq ga liat zidane ya?",tapi juga lama nonton pildun tv kok tidak lihat zidane,0
2022-12-20 07:38:12,DingDong_Koin,https://twitter.com/DingDong_Koin/status/1605105269822066690,Abis pildun langsung aff ... bulan sepakbola ini ...,habis pildun langsung aff bulan sepakbola,0
2022-12-20 07:37:51,sayourcall,https://twitter.com/sayourcall/status/1605105184157618177,"@Official_PAN @ZUL_Hasan @eddy_soeparno @YandriSusanto @vivayogamauladi ruwame poll kantor DPP kemaren mlm semuanya exited sm pildun, menang kalah gada ribut2 cakep!!",ruwame poll kantor dpp kemarin mlm semua exited sama pildun menang kalah tidak ada ribut2 cakep,1
2022-12-20 07:37:03,seek_lo,https://twitter.com/seek_lo/status/1605104979400097793,@PantauManCity Nyunyes ma say hi doang di pildun,nyunyes ma say hai doang pildun,0
2022-12-20 07:32:42,spacepiquant,https://twitter.com/spacepiquant/status/1605103884082352128,"Damn, sebagai orang yg paling ""cool"" ga ada ekspresi sepanjang helatan pildun.. look at how hard he tried to hold his emotion till won the final game.  Bahkan di final pun masih ditahan"" sampai anak didiknya samperin baru meltdown... I wish I still got the passion like him in me.",damn orang paling cool tidak ada ekspresi panjang helat pildun look at how hard he tried to hold his emotion till won the final game bahkan final tahan anak didik samperin baru meltdown wish masih got the passion like him in me,1
